city_ID,city_CN,city_EN
2094,乌审召镇,Uxin Zhao Town
2095,伊克乌素镇,Yikewusu Town
2097,呼伦贝尔市,Hulunbuir
2098,海拉尔区,Hailar District
2099,满洲里市,Manzhouli
2100,牙克石市,Yakeshi
2101,扎兰屯市,Zhalantun
2102,根河市,Genhe
2103,额尔古纳市,Ergun
2104,陈巴尔虎旗,Old Barag Banner
2105,阿荣旗,Arun Banner
2106,新巴尔虎左旗,New Barag Left Banner
2107,新巴尔虎右旗,New Barag Right Banner
2108,鄂伦春自治旗,Oroqin Autonomous Banner
2109,莫力达瓦达斡尔族自治旗,Morin Dawa Daur Autonomous Banner
2110,鄂温克族自治旗,Evenk Autonomous Banner
2111,诺敏镇（小二沟）,Nowmin Town (Xiaoergou)
2112,图里河镇,Tulihe Town
2115,临河区,Linhe District
2116,五原县,"Wuyuan County, Bayannur"
2117,磴口县,Dengkou County
2118,杭锦后旗,Hanggin Rear Banner
2119,乌拉特中旗,Urat Middle Banner
2120,乌拉特前旗,Urat Front Banner
2121,乌拉特后旗,Urat Rear Banner
2122,海力素,Hailisu
2123,那仁宝力格,Narenbaolige
2124,大佘太镇,Dashetai Town
2127,集宁区,Jining District
2128,丰镇市,Fengzhen
2129,兴和县,Xinghe County
2130,卓资县,Zhuozi County
2131,商都县,Shangdu County
2132,凉城县,Liangcheng County
2133,化德县,Huade County
2134,四子王旗,Siziwang Banner
2135,察哈尔右翼前旗,Chahar Right Front Banner
2136,察哈尔右翼中旗,Chahar Right Middle Banner
2137,察哈尔右翼后旗,Chahar Right Back Banner
2138,希拉穆仁镇,Xilamuren Town
2140,锡林浩特市,Xilinhot
2141,二连浩特市,Erenhot
2142,多伦县,Duolun County
2143,阿巴嘎旗,Abag Banner
2144,西乌珠穆沁旗,West Ujimqin Banner
2145,东乌珠穆沁旗,East Ujimqin Banner
2146,苏尼特左旗,Sonid Left Banner
2147,苏尼特右旗,Sonid Right Banner
2148,太仆寺旗,Taibus Banner
2149,正镶白旗,Plain and Bordered White Banner
2150,正蓝旗,Plain Blue Banner
2151,镶黄旗,Bordered Yellow Banner
2152,朱日和镇,Zhurihe Town
2153,博克图镇,Boketu Town
2154,乌拉盖管理区,Wulagai Zone
2157,乌兰浩特市,Ulanhot
2158,阿尔山市,Arxan
2159,突泉县,Tuquan County
2160,扎赉特旗,Jalaid Banner
2161,科尔沁右翼前旗,Horqin Right Front Banner
2162,科尔沁右翼中旗,Horqin Right Middle Banner
2163,霍林郭勒市,Holingol
2164,索伦镇,Suolun Town
2165,胡尔勒镇,Huerle Town
2168,阿拉善左旗,Alxa Left Banner
2169,阿拉善右旗,Alxa Right Banner
2170,额济纳旗,Ejin Banner
2171,拐子湖,Guaizihu
2172,吉兰泰镇,Jilantai Town
2173,孪井滩示范区,Luanjingtan
2174,头道湖,Toudaohu
2175,中泉子,Zhongquanzi
2176,巴彦诺尔贡,Bayannuoergong
2177,雅布赖镇,Abram Town
2178,乌斯泰镇,Wusitai Town
2179,锡林高勒,Xilingaole Town
2182,西安市,Xian
2183,临潼区,Lintong District
2184,西安市长安区,"Chang'an District, Xi'an"
2185,高陵区,Gaoling District
2186,蓝田县,Lantian County
2187,鄠邑区,Eyi district
2188,周至县,Zhouzhi County
2191,铜川市,Tongchuan
2192,耀县,Yao County
2193,宜君县,Yijun County
2195,宝鸡市,Baoji
2196,陈仓区,Chencang District
2197,凤翔区,Fengxiang District
2198,岐山县,Qishan County
2199,扶风县,Fufeng County
2200,眉县,Mei County
2201,陇县,Long County
2202,千阳县,Qianyang County
2203,麟游县,Linyou County
2204,凤县,Fengxian County
2205,太白县,Taibai County
2206,宝鸡县,Baoji County
2207,耀州区,Yaozhou District
2209,咸阳市,Xianyang
2210,兴平市,Xingping
2211,三原县,Sanyuan County
2212,泾阳县,Jingyang
2213,乾县,Qian County
2214,礼泉县,Liquan County
2215,永寿县,Yongshou County
2216,彬县,Binzhou City
2217,长武县,Changwu County
2218,旬邑县,Xunyi County
2219,淳化县,Chunhua County
2220,武功县,Wugong County
2221,杨凌农业高新技术产业示范区,Yangling Agricultural High-tech Industries Demonstration Zone
2223,渭南市,Weinan
2224,华阴市,Huayin
2225,韩城市,Hancheng
2226,华县,Huazhou District
2227,潼关县,Tongguan County
2228,大荔县,Dali County
2229,蒲城县,"Pucheng County, Weinan"
2230,澄城县,Chengcheng County
2231,白水县,Baishui County
2232,合阳县,Heyang County
2233,富平县,"Fuping County, Weinan"
2236,延安市,Yanan
2237,延长县,Yanchang County
2238,延川县,Yanchuan County
2239,子长市,ZichangCity
2240,安塞区,Ansai District
2241,志丹县,Zhidan County
2242,吴起县,Wuqi County
2243,甘泉县,Ganquan County
2244,富县,Fu County
2245,洛川县,Luochuan County
2246,宜川县,"Yichuan County, Yan'an"
2247,黄龙县,Huanglong County
2248,黄陵县,Huangling County
2250,汉中市,Hanzhong
2251,南郑区,Nanzheng District
2252,城固县,Chenggu County
2253,洋县,Yang County
2254,西乡县,Xixiang County
2255,勉县,Mian County
2256,宁强县,Ningqiang County
2257,略阳县,Lueyang County
2258,镇巴县,Zhenba County
2259,留坝县,Liuba County
2260,佛坪县,Foping County
2262,榆林市,"Yulin, Shaanxi"
2263,神木市,Shenmu
2264,府谷县,Fugu County
2265,横山县,Hengshan District
2266,靖边县,Jingbian County
2267,定边县,Dingbian County
2268,绥德县,Suide County
2269,米脂县,Mizhi County
2270,佳县,"Jia County, Yulin"
2271,吴堡县,Wubu County
2272,清涧县,Qingjian County
2273,子洲县,Zizhou County
2274,榆阳区,Yuyang District
2276,安康市,Ankang
2277,汉阴县,Hanyin County
2278,石泉县,Shiquan County
2279,宁陕县,Ningshan County
2280,紫阳县,Ziyang County
2281,岚皋县,Langao County
2282,平利县,Pingli County
2283,镇坪县,"Zhenping County, Ankang"
2284,旬陽市,XunYang
2285,白河县,Baihe County
2287,商洛市,Shangluo
2289,洛南县,Luonan County
2290,丹凤县,Danfeng County
2291,商南县,Shangnan County
2292,山阳县,Shanyang County
2293,镇安县,Zhen'an County
2294,柞水县,Zhashui County
2295,商县,Shang County
2296,商州区,Shangzhou District
2299,银川市,Yinchuan
2300,灵武市,Lingwu
2301,永宁县,Yongning County
2302,贺兰县,Helan County
2304,石嘴山市,Shizuishan
2305,大武口区,Dawukou District
2306,惠农区,Huinong District
2307,平罗县,Pingluo County
2308,陶乐县（现兴庆区、平罗县）,Taole County
2309,石炭井街道,Shitanjing Subdistrict
2311,吴忠市,Wuzhong
2312,青铜峡市,Qingtongxia
2313,同心县,Tongxin County
2314,盐池县,Yanchi County
2315,韦州镇,Weizhou Town
2316,麻黄山乡,Mahuangshan Township
2318,固原市,Guyuan
2319,西吉县,Xiji County
2320,彭阳县,Pengyang County
2321,泾源县,"Jingyuan County, Guyuan"
2322,隆德县,Longde County
2323,六盘山镇,Liupanshan Town
2325,中卫市,Zhongwei
2326,海原县,Haiyuan County
2327,中宁县,Zhongning County
2328,沙头坡区兴仁堡,"Xingrenpu, Shapotou District"
2331,兰州市,Lanzhou
2332,永登县,Yongdeng County
2333,榆中县,Yuzhong County
2334,皋兰县,Gaolan County
2336,金昌市,Jinchang
2337,永昌县,Yongchang County
2339,白银市,Baiyin
2340,靖远县,"Jingyuan County, Baiyin"
2341,景泰县,Jingtai County
2342,会宁县,Huining County
2343,平川区,Pingchuan District
2345,天水市,Tianshui
2346,武山县,"Wushan County, Tianshui"
2347,甘谷县,Gangu County
2348,清水县,Qingshui County
2349,秦安县,Qin'an County
2350,张家川回族自治县,Zhangjiachuan Hui Autonomous County
2351,麦积区,Maiji District
2352,北道区,Beidao District
2354,嘉峪关市,Jiayuguan
2356,武威市,Wuwei
2357,民勤县,Minqin County
2358,古浪县,Gulang County
2359,天祝藏族自治县,Tianzhu Tibetan Autonomous County
2360,乌鞘岭,Wushao Mountain
2362,张掖市,Zhangye
2363,民乐县,Minle County
2364,山丹县,Shandan County
2365,临泽县,Linze County
2366,高台县,Gaotai County
2367,肃南裕固族自治县,Sunan Yugu Autonomous County
2369,平凉市,Pingliang
2370,灵台县,Lingtai County
2371,静宁县,Jingning County
2372,崇信县,Chongxin County
2373,华亭市,Huating
2374,泾川县,Jingchuan County
2375,庄浪县,Zhuanglang County
2376,崆峒区,Kongtong District
2378,酒泉市,Jiuquan
2379,玉门市,Yumen
2380,敦煌市,Dunhuang
2382,金塔县,Jinta County
2383,阿克塞哈萨克族自治县,Aksai (Aksay) Kazakh Autonomous County
2384,肃北蒙古族自治县,Subei Mongolian Autonomous County
2386,瓜州县,Guazhou County
2387,鼎新镇,Dingxin Town
2388,马鬃山,Mazongshan
2390,庆阳市,Qingyang
2391,西峰区,Xifeng District
2392,庆城县,Qingcheng County
2393,镇原县,"Zhenyuan County, Qingyang"
2394,合水县,Heshui County
2395,华池县,Huachi County
2396,环县,Huan County
2397,宁县,Ning County
2398,正宁县,Zhengning County
2400,定西市,Dingxi
2401,安定区,Anding District
2402,通渭县,Tongwei County
2403,临洮县,Lintao County
2404,漳县,Zhang County
2405,岷县,Min County
2406,渭源县,"Weiyuan County, Dingxi"
2407,陇西县,Longxi County
2410,武都区,Wudu
2411,成县,Cheng County
2412,宕昌县,Dangchang County
2413,康县,Kang County
2414,文县,"Wen County, Longnan"
2415,西和县,Xihe County
2416,礼县,"Li County, Longnan"
2417,两当县,Liangdang County
2418,徽县,Hui County
2420,临夏回族自治州,Linxia Hui Autonomous Prefecture
2422,康乐县,Kangle County
2423,永靖县,Yongjing County
2424,广河县,Guanghe County
2425,和政县,Hezheng County
2426,东乡族自治县,Dongxiang Autonomous County
2427,积石山保安族东乡族撒拉族自治县,"Jishishan Bonan, Dongxiang and Salar Autonomous County"
2430,合作市,Hezuo (Zoi) City
2431,临潭县,Lintan
2432,卓尼县,juoni-county
2433,舟曲县,Zhouqu (Zhugqu) County
2434,迭部县,diebu-county
2435,玛曲县,Maqu County
2436,碌曲县,Luqu County
2437,夏河县,Xiahe County
2440,西宁市,Xining
2441,湟源县,Huangyuan County
2442,湟中区,Huangzhong District
2443,大通回族土族自治县,Datong Hui and Tu Autonomous County
2445,平安区,Ping'an District
2446,乐都区,Ledu District
2447,民和回族土族自治县,Minhe Hui and Tu Autonomous County
2448,互助土族自治县,Huzhu Tu Autonomous County
2449,化隆回族自治县,Hualong Hui Autonomous County
2450,循化撒拉族自治县,Xunhua Salar Autonomous County
2451,海东市,Haidong
2452,冷湖行政区,Lenghu Administrative Committee
2454,海晏县,"Haiyan County, Haibei"
2455,祁连县,Qilian County
2456,刚察县,Gangcha County
2457,门源回族自治县,Menyuan Hui Autonomous County
2458,海北藏族自治州,Haibei Tibetan Autonomous Prefecture
2459,托勒蒙古族乡,Tuole Mongolian Township
2461,同仁县,Tongren County
2462,尖扎县,Jianzha County
2463,泽库县,Zeku County
2464,河南蒙古族自治县,Henan Mongolian Autonomous County
2465,黄南藏族自治州,Huangnan Tibetan Autonomous Prefecture
2467,共和县,Gonghe County
2468,同德县,Tongde County
2469,贵德县,Guide County
2470,兴海县,Xinghai County
2471,贵南县,Guinan County
2472,海南藏族自治州,Hainan Tibetan Autonomous Prefecture
2474,玛沁县,maqin-county
2475,班玛县,Baima County
2476,甘德县,gande-county
2477,达日县,Darlag County
2478,久治县,Jigzhi County
2479,玛多县,Madoi County
2480,果洛藏族自治州,Golog Tibetan Autonomous Prefecture
2483,玉树藏族自治州,Yushu Tibetan Autonomous Prefecture
2484,杂多县,Zadoi County
2485,治多县,Zhidoi County
2486,囊谦县,nangqian-county
2487,曲麻莱县,qumalai-county
2488,称多县,Chindu County
2490,格尔木市,Golmud
2491,德令哈市,Delhi
2492,乌兰县,Ulan County
2493,都兰县,Dulan County
2494,天峻县,Tianjun
2495,海西蒙古族藏族自治州,Haixi Mongolian-Tibetan Autonomous Prefecture
2496,野牛沟乡,Yeniugou Township
2497,五道梁镇,Wudaoliang Town
2498,小灶火（乌图美仁乡）,Xiaozaohuo (Wutumeiren Township)
2499,诺木洪乡,Nuomuhong Township
2500,茫崖市,Mangya City
2501,大柴旦行政区,Da Qaidam Administrative Committee
2502,茶卡镇,Chaka Town
2505,乌鲁木齐市,Urumqi
2506,小渠子风景区,Xiaoquzi Scenic Area
2507,白杨沟镇,Baiyanggou Town
2508,十三间房,Shisanjianfang
2509,天山大西沟乡,"Daxigou Township, Tian Shan"
2510,乌鲁木齐牧试站(新疆维吾尔自治区),Wumushizhan
2511,天山天池风景区（瑶池）,Heaven Lake of Tian Shan (Tianchi Lake)
2512,蔡家湖镇,Caijiahu Town
2513,达坂城区,Dabancheng District
2516,克拉玛依市,Karamay
2517,白碱滩区,Baijiantan District
2518,乌尔禾区,Urho District
2520,石河子市,Shihezi
2521,莫索湾市,Mosuowan
2522,乌兰乌苏镇,Wulanwusu Town
2523,炮台镇,Paotai Town
2525,阿拉尔市,Alar
2527,博乐市,Bortala County
2528,精河县,Jinghe County
2529,阿拉山口市,Alatavighizi
2530,温泉县,Arixang (Arishang) County
2532,吐鲁番地区,Turpan Prefecture
2533,鄯善县,Piqan County
2534,托克逊县,Toksun County
2535,红柳河,Hongliuhe
2536,克孜勒苏柯尔克孜自治州,Kizilsu Kirghiz Autonomous Prefecture
2538,哈密地区,Hami Prefecture
2539,伊吾县,yiwu-county
2540,巴里坤哈萨克自治县,Barkol Kazakh Autonomous County
2541,淖毛湖,Naomaohu
2543,阿克苏地区,Aksu Prefecture
2544,温宿县,Onsu County
2545,沙雅县,Xayar County
2546,拜城县,Bay County
2547,阿瓦提县,Awat County
2548,库车市,Kuche City
2549,柯坪县,Kalpin County
2550,新和县,Toksu (Toqsu) County
2551,乌什县,Uqturpan County
2553,和田地区,Hotan Prefecture
2555,墨玉县,Karakax (Qaraqash) County
2556,皮山县,Guma County
2557,洛浦县,Lop County
2558,策勒县,Qira County
2559,于田县,Keriya County
2560,民丰县,Niye County
2562,喀什地区,Kashi Prefecture
2563,巴楚县,Maralbexi County
2564,泽普县,Poskam County
2565,伽师县,Payzawat County
2566,叶城县,Kargilik County
2567,岳普湖县,Yopurga County
2568,疏勒县,Kashgar Yengisheher County
2569,麦盖提县,Makit County
2570,英吉沙县,Yengisar County
2571,莎车县,Yarkant (Yarkand) County
2572,疏附县,Konasheher County
2573,塔什库尔干塔吉克自治县,Tashkurgan (Taxkorgan) Tajik Autonomous County
2575,阿图什市,Artux
2576,阿克陶县,Akto County
2577,阿合奇县,Akqi County
2578,乌恰县,Ulugqat County
2579,吐尔尕特口岸,Torugart Port
2581,库尔勒市,Korla
2582,轮台县,luntai-county
2583,尉犁县,Lopnur County
2584,若羌县,Qarkilik (Charkliq) County
2585,且末县,Qarqan County
2586,焉耆回族自治县,Yanqi Hui Autonomous County
2587,和静县,Hejing County
2588,和硕县,Hoxud (Hoshut) County
2589,博湖县,bohu-county
2590,塔中,Middle Taklimakan
2591,库米什镇,Kumishi
2592,巴音布鲁克,Bayanbulak Grassland
2593,铁干里克,Tieganlike
2595,昌吉回族自治州,Changji Hui Autonomous Prefecture
2596,阜康市,Fukang
2597,米泉,Miquan
2598,呼图壁县,Qutubi County
2599,玛纳斯县,Manas (Manass) County
2600,奇台县,Qitai County
2601,吉木萨尔县,Jimsar County
2602,木垒哈萨克自治县,Mori Kazakh Autonomous County
2603,北塔山,Baitag Bogd Mountain
2605,伊宁市,Gulja (Qulja)
2606,霍城县,Korgas County
2607,巩留县,Tokkuztara County
2608,新源县,xinyuan-county
2609,昭苏县,zhaosu-county
2610,特克斯县,Tekes County
2611,尼勒克县,Nilka County
2612,察布查尔锡伯自治县,Qapqal Xibe Autonomous County
2613,伊宁县,Gulja County
2614,霍尔果斯市,Khorgas
2615,奎屯市,Kuytun County
2617,塔城地区,Tacheng (Tarbagatay) Prefecture
2618,乌苏市,Sixw
2619,额敏县,Emin County
2620,沙湾县,ShaWan
2621,托里县,Toli County
2622,裕民县,Chaghantoqay County
2623,和布克赛尔蒙古自治县,Hoboksar Mongol Autonomous County
2626,布尔津县,Burqin County
2627,富蕴县,Koktokay County
2628,福海县,Burultokay County
2629,哈巴河县,Kaba County
2630,青河县,Qinggil County
2631,吉木乃县,Jeminay County
2632,阿勒泰地区,Altay Prefecture
2635,成都市,Chengdu
2636,新都区,Xindu District
2637,温江区,Wenjiang District
2638,都江堰市,Dujiangyan
2639,彭州市,Pengzhou
2640,邛崃市,Qionglai
2641,崇州市,Chongzhou
2642,金堂县,Jintang
2643,郫都区,Pidu District
2644,新津区,Xinjin District
2645,双流区,Shuangliu District
2646,蒲江县,"Pujiang County, Chengdu"
2647,大邑县,Dayi County
2648,崇庆,Chongqing County
2650,龙泉驿区,Longquanyi District
2652,自贡市,Zigong
2653,荣县,Rong County
2654,富顺县,"Fushun County, Zigong"
2656,攀枝花市,Panzhihua
2657,米易县,Miyi County
2658,盐边县,Yanbian County
2659,仁和区,Renhe District
2661,泸州市,Luzhou
2662,纳溪区,Naxi District
2663,泸县,Lu County
2664,合江县,Hejiang County
2665,叙永县,Xuyong County
2666,古蔺县,Gulin County
2668,德阳市,Deyang
2669,广汉市,Guanghan
2670,什邡市,Shifang
2671,绵竹市,Mianzhu
2672,中江县,Zhongjiang County
2673,罗江区,Luojiang District
2675,绵阳市,Mianyang
2676,江油市,Jiangyou
2677,盐亭县,Yanting County
2678,三台县,Santai County
2679,平武县,Pingwu County
2680,安州区,Anzhou District
2681,梓潼县,Zitong County
2682,北川羌族自治县,Beichuan Qiang Autonomous County
2684,广元市,Guangyuan
2685,青川县,Qingchuan County
2686,旺苍县,Wangcang County
2687,剑阁县,Jiange County
2688,苍溪县,Cangxi County
2690,遂宁市,Suining
2691,射洪市,ShehongCity
2692,蓬溪县,Pengxi County
2694,内江市,Neijiang
2695,资中县,Zizhong County
2696,隆昌市,Longchang
2697,威远县,"Weiyuan County, Neijiang"
2698,东兴区,Dongxing District
2700,乐山市,Leshan
2701,峨眉山风景区,Mount Emei Scenic Area
2702,夹江县,Jiajiang County
2703,井研县,Jingyan County
2704,犍为县,Qianwei County
2705,沐川县,Muchuan County
2706,马边彝族自治县,Mabian Yi Autonomous County
2707,峨边彝族自治县,Ebian Yi Autonomous County
2708,峨眉山市,Emeishan
2709,金口河区,Jinkouhe District
2711,南充市,Nanchong
2712,阆中市,Langzhong
2713,营山县,"Yingshan County, Nanchong"
2714,蓬安县,Pengan County
2715,仪陇县,Yilong County
2716,南部县,Nanbu County
2717,西充县,Xichong County
2719,眉山市,Meishan
2720,仁寿县,Renshou County
2721,彭山区,Pengshan District
2722,洪雅县,Hongya County
2723,丹棱县,Danleng County
2724,青神县,Qingshen County
2726,宜宾市,Yibin
2727,叙州区,Xuzhou District
2728,兴文县,Xingwen County
2729,南溪区,Nanxi District
2730,珙县,"Gong County, Yibin"
2731,长宁县,"Changning County, Yibin"
2732,高县,Gao County
2733,江安县,Jiang'an County
2734,筠连县,Junlian County
2735,屏山县,"Pingshan County, Yibin"
2737,广安市,Guangan
2738,华蓥市,Huaying
2739,岳池县,Yuechi County
2740,邻水县,Linshui County
2741,武胜县,Wusheng County
2743,万源市,Wanyuan
2744,达县,Da County
2745,渠县,Qu County
2746,宣汉县,Xuanhan County
2747,开江县,Kaijiang County
2748,大竹县,Dazhu County
2749,达州市,Dazhou
2750,通川区,Tongchuan District
2751,达川区,Dachuan District
2753,雅安市,Yaan
2754,芦山县,"Lushan County, Yaan"
2755,石棉县,Shimian County
2756,名山区,"Mingshan District, Yaan"
2757,天全县,Tianquan County
2758,荥经县,Yingjing County
2759,宝兴县,Baoxing County
2760,汉源县,Hanyuan County
2762,巴中市,Bazhong
2763,南江县,Nanjiang County
2764,平昌县,Pingchang County
2765,通江县,Tongjiang County
2767,资阳市,Ziyang
2768,简阳市,"Jianyang, Sichuan"
2769,安岳县,Anyue County
2770,乐至县,Lezhi County
2772,马尔康县,Maerkang (Barkam) 
2773,九寨沟县,Jiuzhaigou County
2774,红原县,Hongyuan County
2775,汶川县,Wenchuan County
2776,阿坝藏族羌族自治州,Aba (Ngawa) Tibetan and Qiang Autonomous Prefecture
2777,理县,"Li County, Aba (Ngawa)"
2778,小金县,Xiaojin County
2779,若尔盖县,ruoergai-county
2780,黑水县,Heishui County
2781,金川县,Jinchuan County
2782,松潘县,Songpan County
2783,壤塘县,Rangtang (Zamtang) County
2784,茂县,Mao County
2786,南坪,Nanping County
2788,康定市,Kangding (Dardo)
2789,丹巴县,Danba (Rongzhag) County
2790,炉霍县,Luhuo (Draggo) County
2791,九龙县,jiulong-county
2792,甘孜藏族自治州,ganzi
2793,雅江县,Yajiang (Nyachukha) County
2794,新龙县,Xinlong (Nyarong) County
2795,道孚县,"Daofu (Dawu) County, Ganzi (Garzê)"
2796,白玉县,baiyu-county
2797,理塘县,Litang (Lithang) County
2798,德格县,dege-county
2799,乡城县,"Xiangcheng County, Ganzi (Garzê)"
2800,石渠县,shiqu-county
2801,稻城县,Daocheng (Dapba) County
2802,色达县,seda-county
2803,泸定县,Luding (Chagsam) County
2804,巴塘县,Batang County
2805,得荣县,derong-county
2807,西昌市,Xichang
2808,美姑县,Meigu County
2809,昭觉县,Zhaojue County
2810,金阳县,Jinyang County
2811,甘洛县,Ganluo County
2812,布拖县,Butuo County
2813,雷波县,Leibo County
2814,普格县,Puge County
2815,宁南县,Ningnan County
2816,喜德县,Xide County
2817,会东县,"Huidong County, Liangshan"
2818,越西县,"Yuexi County, Liangshan"
2819,会理市,HuiLi
2820,盐源县,Yanyuan County
2821,德昌县,Dechang County
2822,冕宁县,Mianning County
2823,木里藏族自治县,Muli Tibetan Autonomous County
2824,凉山彝族自治州,Liangshan Yi Autonomous Prefecture
2827,昆明市,Kunming
2828,东川区,Dongchuan District
2829,安宁市,Anning District
2830,呈贡区,Chenggong District
2831,晋宁区,Jinning District
2832,富民县,Fumin County
2833,宜良县,"Yiliang County, Kunming"
2834,嵩明县,Songming County
2835,石林彝族自治县,Shilin Yi Autonomous County
2836,禄劝彝族苗族自治县,Luquan Yi and Miao Autonomous County
2837,寻甸回族彝族自治县,Xundian Hui and Yi Autonomous County
2838,河口瑶族自治县,Hekou
2839,云南昆明太华山,"Taihuashan, Kunming"
2841,曲靖市,Qujing
2842,宣威市,Xuanwei
2843,马龙区,Malone District
2844,陆良县,Luliang County
2845,师宗县,Shizong County
2846,罗平县,Luoping County
2847,富源县,"Fuyuan County, Qujing"
2848,会泽县,Huize County
2849,沾益区,Zhanyi District
2851,玉溪市,Yuxi
2852,江川县,Jiangchuan District
2853,澄江市,Chengjiang City
2854,通海县,Tonghai County
2855,华宁县,Huaning County
2856,易门县,Yimen County
2857,峨山彝族自治县,Eshan Yi Autonomous County
2858,新平彝族傣族自治县,Xinping Yi and Dai Autonomous County
2859,元江哈尼族彝族傣族自治县,"Yuanjiang Hani, Yi and Dai Autonomous County"
2861,保山市,Baoshan
2862,腾冲市,Tengchong
2863,施甸县,Shidian County
2864,龙陵县,Longling County
2865,昌宁县,"Changning County, Baoshan"
2866,富宁县,"Funing County, Wenshan"
2868,昭通市,Zhaotong
2869,鲁甸县,Ludian County
2870,巧家县,Qiaojia County
2871,盐津县,"Yanjin County, Zhaotong"
2872,大关县,Daguan County
2873,永善县,Yongshan County
2874,绥江县,Suijiang County
2875,镇雄县,Zhenxiong County
2876,彝良县,"Yiliang County, Zhaotong"
2877,威信县,Wilson County
2878,水富市,Shuifu
2880,永胜县,Yongsheng County
2881,华坪县,Huaping County
2883,宁蒗彝族自治县,Ninglang Yi Autonomous County
2884,丽江市,Lijiang
2887,普洱市,Puer
2888,墨江哈尼族自治县,Mojiang Hani Autonomous County
2889,景东彝族自治县,Jingdong Yi Autonomous County
2890,景谷傣族彝族自治县,Jinggu Dai and Yi Autonomous County
2891,镇沅彝族哈尼族拉祜族自治县,"Zhenyuan Yi, Hani and Lahu Autonomous County"
2892,江城哈尼族彝族自治县,Jiangcheng Hani and Yi Autonomous  County
2893,孟连傣族拉祜族佤族自治县,"Menglian Dai, Lahu and Va Autonomous County"
2894,澜沧拉祜族自治县,Lancang Lahu Autonomous County
2895,西盟佤族自治县,Ximeng Va Autonomous County
2896,宁洱哈尼族彝族自治县,Ning'er Hani and Yi Autonomous County
2899,临沧市,Lincang
2900,凤庆县,Fengqing County
2901,云县,Yun County
2902,永德县,Yongde County
2903,镇康县,Zhenkang County
2904,双江拉祜族佤族布朗族傣族自治县,"Shuangjiang Lahu, Va, Blang and Dai Autonomous County"
2905,耿马傣族佤族自治县,Gengma Dai and Va Autonomous County
2906,沧源佤族自治县,Cangyuan Va Autonomous County
2908,文山壮族苗族自治州,Wenshan Zhuang and Miao Autonomous Prefecture
2910,砚山县,"Yanshan County, Wenshan"
2911,西畴县,Xichou County
2912,麻栗坡县,Malipo County
2913,马关县,Maguan County
2914,丘北县,Qiubei County
2915,广南县,Guangnan County
2918,蒙自市,Mengzi
2919,个旧市,Gejiu
2920,开远市,"Kaiyuan, Honghe"
2921,绿春县,lvchun-county
2922,建水县,Jianshui County
2923,石屏县,Shiping County
2924,弥勒市,Mile
2925,泸西县,Luxi County
2926,元阳县,"Yuanyang County, Honghe"
2927,红河哈尼族彝族自治州,Honghe Hani and Yi Autonomous Prefecture
2928,金平苗族瑶族傣族自治县,"Jinping Miao, Yao and Dai Autonomous County"
2930,屏边苗族自治县,Pingbian Miao Autonomous County
2932,楚雄彝族自治州,Chuxiong Yi Autonomous Prefecture
2933,双柏县,Shuangbai County
2934,牟定县,Mouding County
2935,南华县,Nanhua County
2936,姚安县,Yaoan County
2937,大姚县,Dayao County
2938,永仁县,Yongren County
2939,元谋县,Yuanmou County
2940,武定县,Wuding County
2941,禄丰市,LuFeng
2943,大理白族自治州,Dali Bai Autonomous Prefecture
2944,祥云县,Xiangyun County
2945,宾川县,Binchuan County
2946,弥渡县,Midu County
2947,永平县,Yongping County
2948,云龙县,Yunlong County
2949,洱源县,Eryuan County
2950,剑川县,Jianchuan County
2951,鹤庆县,Heqing County
2952,漾濞彝族自治县,Yangbi Yi Autonomous County
2953,南涧彝族自治县,Nanjian Yi Autonomous County
2954,巍山彝族回族自治县,Weishan Yi and Hui Autonomous County
2956,潞西（现芒市）,Luxi
2957,瑞丽市,Ruili
2958,梁河县,Lianghe County
2959,盈江县,Yingjiang County
2960,陇川县,"Longchuan County, Dehong"
2961,德宏傣族景颇族自治州,Dehong Dai and Jingpo Autonomous Prefecture
2963,兰坪白族普米族自治县,Lanping Bai and Pumi Autonomous County
2964,泸水市,Lu shui
2965,福贡县,Fugong County
2966,贡山独龙族怒族自治县,Gongshan Dulong and Nu Autonomous County
2967,怒江傈僳族自治州,Nujiang Lisu Autonomous Prefecture
2968,六库镇,Liuku Town
2970,德钦县,Deqin County
2971,香格里拉市,Shangri-La
2973,维西傈僳族自治县,Weixi Lisu Autonomous County
2974,中甸,Zhongdian County
2976,景洪市,Jinghong
2977,勐海县,Menghai County
2978,勐腊县,Mengla County
2982,贵阳市,Guiyang
2983,清镇市,Qingzhen
2984,开阳县,Kaiyang County
2985,修文县,Xiuwen County
2986,息烽县,"Xifeng County, Guiyang"
2987,花溪区,Huaxi District
2988,贵阳市白云区,"Baiyun District, Guiyang"
2989,乌当区,Wudang District
2990,云岩区,Yunyan District
2991,南明区,Nanming District
2992,小河,Xiaohe District
2994,六盘水市,Liupanshui
2995,水城区,Shuicheng District
2996,盘州市,Panzhou
2997,六枝特区,Liuzhi Special District
2998,观山湖区,Guanshanhu District
3000,遵义市,Zunyi
3001,赤水市,Chishui
3002,仁怀市,Renhuai
3003,播州区,Bozhou District
3004,绥阳县,Suiyang County
3005,桐梓县,Tongzi County
3006,习水县,"Xishui County, Zunyi"
3007,凤冈县,Fenggang County
3008,正安县,Zhengan County
3009,余庆县,Yuqing County
3010,湄潭县,Meitan County
